OBJECTID,TREE_Genus,TREE_SpeciesCommonName,TREE_SpeciesLatinName,TREE_DBH,TREE_DBH_Range,TREE_Height_Range,TREE_Stems,TREE_Condition,TREE_PrimaryMaint,TREE_SecondaryMaint,TREE_FurtherInspection,TREE_ClearanceNeed,TREE_PruneType,TREE_Pest,TREE_OBS1,TREE_OBS2,TREE_OBS3,TREE_OBS4,TREE_OBS5,TREE_OBS6,TREE_OBS7,TREE_OBS8,TREE_OBS9,TREE_OBS10,TREE_OBS11,TREE_OBS12,TREE_OBS13,TREE_Notes,SITE_Building,SITE_DirectionBldg,SITE_Address,SITE_Street,SITE_Utilities,SITE_GPSX,SITE_GPSY,SITE_ID,SITE_DATE,TYPE,TREE_OBS14,TREE_OBS15,TREE_OBS16,TREE_OBS17,TREE_OBS18,TREE_OBS19,TREE_OBS20,TREE_OBS21,TREE_SpCode,TREE_ReplacementCost,TREE_StructuralValue,TREE_Stormwater,TREE_Energy,TREE_AirQuality,TREE_Carbon,TREE_Aesthetic,TREE_TotalBenefit,x,y
1534,Oak,Live oak,Quercus virginiana,6,3,0,2,2,3,0,,0,2,,,,1,,,,,,,,0,0,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7075,32.4745,1496,5/6/2014 15:38,0,,,1,1,1,,,,QUVI,2335,952.68,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70752288,32.47445138
1535,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,6,3,0,6,3,0,0,,0,0,,,,,,,,,1,,,,,,,Elmer Gray Stadium,4,,Oliver Jackson Blvd,0,-99.7098,32.4734,2153,5/6/2014 16:07,0,,,0,,,,0,,LA6,2335,1071.765,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70982154,32.47338107
1536,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,2,3,0,0,,0,0,,,,,,,,,1,,,,,,,Elmer Gray Stadium,4,,Oliver Jackson Blvd,0,-99.7098,32.4734,1497,5/6/2014 16:07,0,,,0,,,,0,,LA6,580,177.48,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70982958,32.47343312
1537,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,4,4,4,0,,0,0,,,,,,,,,1,,,,,,,Elmer Gray Stadium,4,,Oliver Jackson Blvd,0,-99.7098,32.4735,1498,5/6/2014 16:07,0,,,0,,,,0,,LA6,580,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70983495,32.4734829
1538,Oak,Live oak,Quercus virginiana,7,3,0,3,2,3,0,,0,2,,,,1,,,,,,,,1,1,,crook,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7076,32.4745,1499,5/6/2014 15:38,0,,,1,0,1,,,,QUVI,3180,1459.62,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70758189,32.47446043
1539,Holly,Yaupon holly,Ilex vomitoria,2,1,0,6,2,0,0,,0,0,,,,,,,,,0,,,,,,,Elmer Gray Stadium,2,,Oliver Jackson Blvd,0,-99.7098,32.4715,1500,5/6/2014 16:07,0,,,0,,,,1,,ILVO,255,117.045,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.70980008,32.47153007
1540,Oak,Live oak,Quercus virginiana,6,3,0,2,2,3,0,,0,2,,,,1,,,,,,,,0,0,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7076,32.4744,1501,5/6/2014 15:38,0,,,1,1,1,,,,QUVI,2335,450,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.7076114,32.4744197
1541,Holly,Yaupon holly,Ilex vomitoria,2,1,0,3,3,0,0,,0,0,,,,,,,,,1,,,,,,,Elmer Gray Stadium,2,,Oliver Jackson Blvd,0,-99.7098,32.4715,1502,5/6/2014 16:07,0,,,0,,,,0,,ILVO,255,156.06,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.70976521,32.47149612
1542,Oak,Live oak,Quercus virginiana,4,2,0,1,3,3,0,,0,2,,,,1,,,,,,,,1,1,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7076,32.4744,1503,5/6/2014 15:38,0,,,1,1,1,,,,QUVI,1035,475.065,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70762749,32.47436087
1543,Oak,Live oak,Quercus virginiana,4,2,0,1,2,3,0,,0,2,,,,1,,,,,,,,1,1,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7077,32.4744,1504,5/6/2014 15:38,0,,,1,0,1,,,,QUVI,1035,563.04,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70766772,32.47438124
1544,Oak,Live oak,Quercus virginiana,5,2,0,1,2,3,0,,0,2,,,,1,,,,,,,,1,1,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7077,32.4744,1505,5/6/2014 15:38,0,,,1,0,1,,,,QUVI,1620,743.58,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70772941,32.47436087
1545,Oak,Live oak,Quercus virginiana,7,3,0,1,1,3,0,,0,2,,,,0,,,,,,,,1,1,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7077,32.4743,1506,5/6/2014 15:38,0,,,1,0,1,,,,QUVI,3180,1297.44,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70769991,32.47434051
1546,Oak,Live oak,Quercus virginiana,7,3,0,1,1,3,0,,0,2,,,,0,,,,,,,,1,1,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7077,32.4743,1507,5/6/2014 15:38,0,,,1,0,1,,,,QUVI,3180,1297.44,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70772405,32.47428846
1547,Oak,Live oak,Quercus virginiana,5,2,0,1,2,3,0,,0,2,,,,1,,,,,,,,0,0,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7078,32.4743,1508,5/6/2014 15:38,0,,,1,0,1,,,,QUVI,1620,495.72,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70779915,32.47429978
1549,Oak,Live oak,Quercus virginiana,6,3,0,1,2,3,0,,0,2,,,,1,,,,,,,,0,1,,,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7078,32.4743,1509,5/6/2014 15:38,0,,,0,0,1,,,,QUVI,2335,1071.765,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70784743,32.4742862
1550,Oak,Live oak,Quercus virginiana,6,3,0,1,2,3,0,,0,2,,,,1,,,1,,,,,1,1,,thin canopy,Crutcher Scott Field,1,2209,N Judge Ely Blvd,0,-99.7079,32.4743,1510,5/6/2014 15:38,0,,,1,0,1,,,,QUVI,2335,1071.765,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70787157,32.47426583
1551,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,,,,,,,,,,,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7065,32.4737,1511,5/6/2014 18:13,0,,,,1,1,0,1,,LA6,1035,422.28,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70646073,32.4737386
1552,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,5,2,0,8,2,0,0,,0,0,,,,,,,,,,,,,,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7065,32.4737,1512,5/6/2014 18:13,0,,,,1,1,0,1,,LA6,1620,495.72,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70651169,32.47374086
1553,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,6,2,0,0,,0,0,,,,,,,,,,,,,,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7066,32.4738,1513,5/6/2014 18:13,0,,,1,1,1,0,1,,LA6,1035,633.42,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70656265,32.4737567
1554,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,7,2,0,0,,0,0,,,,,,,,,,,,,,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7065,32.4738,1514,5/6/2014 18:13,0,,,1,1,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70654656,32.47379064
1555,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,5,2,0,0,,0,0,,,,,,,,,,,,,,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7066,32.4738,1515,5/6/2014 18:13,0,,,1,0,1,0,1,,LA6,580,266.22,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70661361,32.47377028
1556,Oak,Chinquapin oak,Quercus muehlenbergii,7,3,1,1,1,3,1,,3,2,,,,,,,,,,,,,,0,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7066,32.4739,1516,5/6/2014 18:13,0,,,1,1,1,0,0,,QUMU,3180,1297.44,13.14000034,7.679999828,2.910000086,2.349999905,30.22999954,56.33000183,-99.70659484,32.47387437
1557,Oak,Chinquapin oak,Quercus muehlenbergii,4,2,0,1,2,3,0,,0,2,,,,,,,,,,,,,1,0,epicormic sprouts,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7067,32.4739,1517,5/6/2014 18:13,0,,,0,0,1,0,0,,QUMU,1035,475.065,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70671554,32.47389021
1558,Oak,Chinquapin oak,Quercus muehlenbergii,6,3,0,1,2,3,0,,0,2,,,,,,,,,,,,,1,0,epicormic sprouts,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7068,32.474,1518,5/6/2014 18:13,0,,,0,0,1,0,0,,QUMU,2335,1071.765,13.14000034,7.679999828,2.910000086,2.349999905,30.22999954,56.33000183,-99.70682551,32.47397393
1559,Oak,Chinquapin oak,Quercus muehlenbergii,3,2,0,1,2,3,0,,0,2,,,,,,,,,,,,,1,0,epicormic sprouts,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7069,32.4741,1519,5/6/2014 18:13,0,,,0,0,1,0,1,,QUMU,580,236.64,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70688452,32.47405087
1561,Oak,Chinquapin oak,Quercus muehlenbergii,3,2,0,1,2,3,0,,0,2,,,,,,,,,,,,,1,0,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.707,32.4741,1520,5/6/2014 18:13,0,,,0,0,1,0,0,,QUMU,580,157.76,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70696498,32.47409839
1562,Oak,Chinquapin oak,Quercus muehlenbergii,5,2,1,1,1,3,0,,0,2,,,,,,,,,,,,,0,0,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7071,32.4742,1521,5/6/2014 18:13,0,,,0,0,1,0,0,,QUMU,1620,660.96,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70709373,32.47415043
1563,Oak,Chinquapin oak,Quercus muehlenbergii,3,2,0,1,1,3,0,,0,2,,,,1,,,,,,,,,1,0,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7072,32.4742,1522,5/6/2014 18:13,0,,,0,0,1,0,0,,QUMU,580,236.64,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70721979,32.4741889
1564,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,9,3,0,6,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7076,32.4742,1523,5/6/2014 18:13,0,,,0,1,1,0,1,,LA6,5260,2414.34,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70758189,32.4742251
1565,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,8,3,0,8,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7076,32.4742,1524,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,4155,450,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70756312,32.47420474
1566,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,7,3,0,6,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7075,32.4742,1525,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,3180,973.08,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70752557,32.47420247
1567,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,8,3,0,7,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7075,32.4742,1526,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,4155,1695.24,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70749338,32.47420926
1568,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,8,3,0,9,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7075,32.4742,1527,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,4155,1907.145,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70747192,32.47422284
1569,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,5,2,0,8,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7074,32.4742,1528,5/6/2014 18:13,0,,,0,1,1,0,1,,LA6,1620,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.7074451,32.47423868
1570,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,8,3,0,6,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7074,32.4743,1529,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,4155,2542.86,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70743705,32.47425452
1571,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,6,3,0,9,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7074,32.4743,1530,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,2335,450,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70743437,32.47429751
1572,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,8,3,0,6,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7075,32.4743,1531,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,4155,450,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70745315,32.47431109
1573,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,11,3,0,9,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7075,32.4743,1532,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,7860,450,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70747192,32.4743224
1574,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,14,4,0,12,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7075,32.4743,1533,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,12735,450,12.14999962,9.180000305,3.440000057,1.49000001,16.68000031,42.93999863,-99.70750143,32.47433145
1575,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,5,2,0,10,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7076,32.4743,1534,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,1620,991.44,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70756043,32.47434051
1576,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,7,3,0,6,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7076,32.4743,1535,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,3180,450,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70758189,32.47431788
1577,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,7,3,0,11,2,0,0,,0,0,,,,0,,,,,,,,,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7076,32.4743,1536,5/6/2014 18:13,0,,,0,0,1,0,1,,LA6,3180,1946.16,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.70760871,32.4742862
1578,Oak,Live oak,Quercus virginiana,5,2,0,2,2,3,0,,0,2,,,,0,,,,,,,,,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7073,32.4742,1537,5/6/2014 18:13,0,,,0,0,1,0,0,,QUVI,1620,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.7073244,32.47416174
1579,Oak,Live oak,Quercus virginiana,5,2,0,3,2,3,0,,0,2,,,,0,,,,,,,,,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7074,32.4741,1538,5/6/2014 18:13,0,,,0,0,1,0,0,,QUVI,1620,991.44,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.7074156,32.47414138
1580,Oak,Live oak,Quercus virginiana,7,3,0,2,2,3,0,,0,2,,,,0,,,,,,,,1,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7074,32.4741,1539,5/6/2014 18:13,0,,,1,1,1,0,0,,QUVI,3180,450,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70743169,32.47410065
1581,Oak,Live oak,Quercus virginiana,8,3,0,2,2,3,0,,0,2,,,,0,,,,,,,,1,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7075,32.4741,1540,5/6/2014 18:13,0,,,1,0,1,0,0,,QUVI,4155,1907.145,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70749338,32.47410291
1582,Oak,Live oak,Quercus virginiana,5,2,0,2,2,3,0,,0,2,,,,0,,,,,,,,1,1,1,crook,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7075,32.4741,1541,5/6/2014 18:13,0,,,1,0,1,0,0,,QUVI,1620,991.44,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70749338,32.47413006
1583,Oak,Live oak,Quercus virginiana,6,3,0,1,2,3,0,,0,2,,,,1,,,,,,,,0,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7076,32.4741,1542,5/6/2014 18:13,0,,,0,0,1,0,0,,QUVI,2335,1429.02,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70757653,32.47411423
1584,Oak,Live oak,Quercus virginiana,7,3,0,2,2,3,0,,0,2,,,,1,,,,,,,,1,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7076,32.4741,1543,5/6/2014 18:13,0,,,0,1,1,0,0,,QUVI,3180,1946.16,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70760335,32.47410517
1585,Oak,Live oak,Quercus virginiana,8,3,0,2,2,3,0,,0,2,,,,1,,,,,,,,0,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7076,32.4741,1544,5/6/2014 18:13,0,,,1,1,1,0,0,,QUVI,4155,2542.86,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70764358,32.47413233
1586,Oak,Live oak,Quercus virginiana,7,3,0,3,2,3,0,,0,2,,,,1,,,,,,,,1,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7077,32.4742,1545,5/6/2014 18:13,0,,,1,1,0,0,0,,QUVI,3180,1946.16,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70765968,32.47417985
1587,Oak,Live oak,Quercus virginiana,8,3,1,1,1,3,0,,0,2,,,,1,,,,,,,,0,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7078,32.4741,1546,5/6/2014 18:13,0,,,1,0,0,0,0,,QUVI,4155,1695.24,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.7077911,32.47413006
1588,Oak,Live oak,Quercus virginiana,5,2,0,2,2,3,0,,0,2,,,,1,,,,,,,,1,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7078,32.4742,1547,5/6/2014 18:13,0,,,1,1,1,0,0,,QUVI,1620,743.58,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70784475,32.47416401
1589,Pear,Callery pear 'Bradford',Pyrus calleryana 'Bradford',10,3,1,4,2,3,3,,0,2,,,,1,,,,,,,,0,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7079,32.4742,1548,5/6/2014 18:13,0,,,0,1,1,0,0,,PYCA_B,6495,2981.205,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.7078823,32.47417532
1590,Pear,Callery pear 'Bradford',Pyrus calleryana 'Bradford',8,3,1,5,2,3,3,,0,2,,,,1,,,,,,,,0,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7079,32.4741,1549,5/6/2014 18:13,0,,,0,1,1,0,0,,PYCA_B,4155,1907.145,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70789303,32.47412101
1591,Oak,Live oak,Quercus virginiana,7,3,0,2,2,3,0,,0,2,,,,0,,,,,,,,1,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7078,32.474,1550,5/6/2014 18:13,0,,,1,0,1,0,0,,QUVI,3180,1459.62,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70777233,32.47402371
1592,Oak,Live oak,Quercus virginiana,6,3,0,1,2,3,0,,0,2,,,,0,,,,,,,,0,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7078,32.4739,1551,5/6/2014 18:13,0,,,0,0,1,0,0,,QUVI,2335,1429.02,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70777769,32.47392868
1593,Oak,Live oak,Quercus virginiana,11,3,1,1,1,0,1,,3,2,,,,0,,,,,,,,0,1,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7079,32.4737,1552,5/6/2014 18:13,0,,,0,0,1,0,0,,QUVI,7860,3206.88,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70790376,32.47370239
1594,Oak,Live oak,Quercus virginiana,16,4,1,1,3,1,1,,3,2,,,,0,,,1,,,,,0,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7079,32.4737,1553,5/6/2014 18:13,0,,,0,0,1,0,1,,QUVI,16635,7635.465,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70786084,32.47368655
1595,Oak,Live oak,Quercus virginiana,15,4,1,1,1,1,1,,3,2,,,,0,,,0,,,,,0,0,0,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7079,32.4736,1554,5/6/2014 18:13,0,,,0,0,1,0,0,,QUVI,14620,6710.58,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70790107,32.47364356
1597,Oak,Live oak,Quercus virginiana,6,3,0,1,2,3,0,,0,2,,,,1,,,,,,,,1,1,1,,Crutcher Scott Field,4,2320,N Judge Ely Blvd,0,-99.7079,32.473,1555,5/6/2014 18:13,0,,,1,1,1,0,0,,QUVI,2335,1071.765,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70786889,32.47304391
1598,Oak,Live oak,Quercus virginiana,6,3,0,1,2,3,0,,0,2,,,,1,,,,,,,,0,1,1,,Crutcher Scott Field,4,2320,N Judge Ely Blvd,0,-99.7079,32.4732,1556,5/6/2014 18:13,0,,,0,0,1,0,0,,QUVI,2335,1429.02,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70786621,32.47316158
1599,Oak,Live oak,Quercus virginiana,5,2,0,1,2,3,0,,0,2,,,,1,,,,,,,,1,1,1,,Crutcher Scott Field,4,2320,N Judge Ely Blvd,0,-99.7079,32.4732,1557,5/6/2014 18:13,0,,,1,0,1,0,0,,QUVI,1620,991.44,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70787425,32.47324757
1600,Oak,Live oak,Quercus virginiana,6,3,0,1,2,3,0,,0,2,,,,1,,,,,,,,1,1,1,,Crutcher Scott Field,4,2320,N Judge Ely Blvd,0,-99.7079,32.4733,1558,5/6/2014 18:13,0,1,,1,0,1,0,0,,QUVI,2335,952.68,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.7078823,32.47331319
1601,Oak,Live oak,Quercus virginiana,7,3,0,1,2,3,0,,0,2,,,,0,,,,,,,,1,1,1,,Crutcher Scott Field,4,2320,N Judge Ely Blvd,0,-99.7079,32.4734,1559,5/6/2014 18:13,0,0,,1,0,1,0,0,,QUVI,3180,973.08,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70788498,32.47335845
1602,Oak,Live oak,Quercus virginiana,5,2,0,1,2,3,0,,0,2,,,,1,,,,,,,,0,1,1,,Crutcher Scott Field,4,2320,N Judge Ely Blvd,0,-99.7079,32.4734,1560,5/6/2014 18:13,0,1,,0,0,1,0,0,,QUVI,1620,991.44,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70789571,32.4734037
1603,Oak,Live oak,Quercus virginiana,5,2,0,1,2,3,0,,0,2,,,,0,,,,,,,,0,1,1,epicormic sprouts,Crutcher Scott Field,4,2320,N Judge Ely Blvd,0,-99.7079,32.4735,1561,5/6/2014 18:13,0,0,,0,0,1,0,0,,QUVI,1620,660.96,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70788498,32.47346932
1604,Pear,Callery pear 'Bradford',Pyrus calleryana 'Bradford',9,3,1,5,2,3,0,,0,2,,,,0,,,,,,,,0,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7079,32.4736,1562,5/6/2014 18:13,0,0,,0,1,1,0,0,,PYCA_B,5260,3219.12,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70790107,32.47355984
1605,Pear,Callery pear 'Bradford',Pyrus calleryana 'Bradford',10,3,1,4,2,3,0,,0,2,,,,0,,,,,,,,0,0,1,,Crutcher Scott Field,1,2320,N Judge Ely Blvd,0,-99.7078,32.4737,1563,5/6/2014 18:13,0,0,,1,1,1,0,0,,PYCA_B,6495,2981.205,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70775087,32.47371145
